SEQ,TABLE_NAME,TABLE_COMMENTS,COLUMN_NAME,POSITION,COLUMN_COMMENTS,DATA_TYPE,COLUMN_ID,IDX,COL_TOT,PK_COL
869,FB_MEMBERCODE,회원관리통합코드,LUSERID,,수정자,VARCHAR(20),12,12,13,
870,FB_MEMBERCODE,회원관리통합코드,LDATE,,수정일,VARCHAR(14),13,13,13,
871,FB_MEMBER_20180326,회원정보,USERID,1,사용자아이디,VARCHAR(20),1,1,80,USERID
872,FB_MEMBER_20180326,회원정보,PWD,,비밀번호,VARCHAR(40),2,2,80,
873,FB_MEMBER_20180326,회원정보,NAME,,성명,VARCHAR(128),3,3,80,
874,FB_MEMBER_20180326,회원정보,GENDER,,성별,CHAR(1),4,4,80,
875,FB_MEMBER_20180326,회원정보,BIRTHDAY,,생년월일,VARCHAR(9),5,5,80,
876,FB_MEMBER_20180326,회원정보,POST,,우편번호,CHAR(7),6,6,80,
877,FB_MEMBER_20180326,회원정보,ADDR1,,주소,VARCHAR(200),7,7,80,
878,FB_MEMBER_20180326,회원정보,ADDR2,,상세주소,VARCHAR(200),8,8,80,
879,FB_MEMBER_20180326,회원정보,HANDPHONE,,휴대폰번호,VARCHAR(32),9,9,80,
880,FB_MEMBER_20180326,회원정보,EMAIL,,이메일주소,VARCHAR(256),10,10,80,
881,FB_MEMBER_20180326,회원정보,SMS_YN,,SMS수신동의여부,CHAR(1),11,11,80,
882,FB_MEMBER_20180326,회원정보,EMAIL_YN,,이메일수신동의여부,CHAR(1),12,12,80,
883,FB_MEMBER_20180326,회원정보,COMP,,회사코드,VARCHAR(20),13,13,80,
884,FB_MEMBER_20180326,회원정보,DEPT,,통합부서코드,VARCHAR(20),14,14,80,
885,FB_MEMBER_20180326,회원정보,JIK,,직급코드,VARCHAR(20),15,15,80,
886,FB_MEMBER_20180326,회원정보,CLOSE_YN,,탈퇴여부,CHAR(1),16,16,80,
887,FB_MEMBER_20180326,회원정보,CLOSE_CODE,,탈퇴사유코드,VARCHAR(20),17,17,80,
888,FB_MEMBER_20180326,회원정보,CLOSE_ETC,,탈퇴사유,VARCHAR(200),18,18,80,
889,FB_MEMBER_20180326,회원정보,CLOSE_DT,,탈퇴일,VARCHAR(14),19,19,80,
890,FB_MEMBER_20180326,회원정보,LOGIN_FAIL_CNT,,로그인실패횟수,NUMBER,20,20,80,
891,FB_MEMBER_20180326,회원정보,INDATE,,가입일,VARCHAR(14),21,21,80,
892,FB_MEMBER_20180326,회원정보,INUSERID,,가입자,VARCHAR(20),22,22,80,
893,FB_MEMBER_20180326,회원정보,LUSERID,,최종수정자,VARCHAR(20),23,23,80,
894,FB_MEMBER_20180326,회원정보,LDATE,,최종수정일,VARCHAR(14),24,24,80,
895,FB_MEMBER_20180326,회원정보,AUTO_LOGIN,,자동로그인코드,VARCHAR(20),25,25,80,
896,FB_MEMBER_20180326,회원정보,AUTO_LOGIN_KEY,,자동로그인대칭키,VARCHAR(80),26,26,80,
897,FB_MEMBER_20180326,회원정보,PHONE,,집전화,VARCHAR(32),27,27,80,
898,FB_MEMBER_20180326,회원정보,JIKGUN,,직군,VARCHAR(20),28,28,80,
899,FB_MEMBER_20180326,회원정보,JIKJONG,,직종,VARCHAR(20),29,29,80,
900,FB_MEMBER_20180326,회원정보,JIKMU,,직무,VARCHAR(20),30,30,80,
901,FB_MEMBER_20180326,회원정보,ISOUTMEM,,[미사용],CHAR(1),31,31,80,
902,FB_MEMBER_20180326,회원정보,OUTCOMP,,[미사용],VARCHAR(20),32,32,80,
903,FB_MEMBER_20180326,회원정보,OUTDEPTNM,,[미사용],VARCHAR(80),33,33,80,
904,FB_MEMBER_20180326,회원정보,OUTJIKNM,,[미사용],VARCHAR(80),34,34,80,
905,FB_MEMBER_20180326,회원정보,LOGIN_YN,,로그인가능여부,CHAR(1),35,35,80,
906,FB_MEMBER_20180326,회원정보,HRD_SUBJIKMU,,[미사용],VARCHAR(20),36,36,80,
907,FB_MEMBER_20180326,회원정보,MANAGER_GUBUN,,관리자회원가입여부,CHAR(1),37,37,80,
908,FB_MEMBER_20180326,회원정보,MANAGER_COMPNM,,관리자가입회사명,VARCHAR(256),38,38,80,
909,FB_MEMBER_20180326,회원정보,STATUS,,"상태 (재직 : 1, 휴직 : 2, 퇴직 : 3)",VARCHAR(1),39,39,80,
910,FB_MEMBER_20180326,회원정보,USER_TYPE,,회원구분,VARCHAR(2),40,40,80,
911,FB_MEMBER_20180326,회원정보,PIN,,PIN 번호,VARCHAR(200),41,41,80,
912,FB_MEMBER_20180326,회원정보,FOREIGNER,,"내외국인(0:내국인, 1:외국인)",VARCHAR(10),42,42,80,
913,FB_MEMBER_20180326,회원정보,NAME_ENG,,영문이름,VARCHAR(128),43,43,80,
914,FB_MEMBER_20180326,회원정보,WORKPLACE,,사업장,VARCHAR(100),44,44,80,
915,FB_MEMBER_20180326,회원정보,TEAM,,소속팀,VARCHAR(100),45,45,80,
916,FB_MEMBER_20180326,회원정보,COMP_PHONE,,회사전화,VARCHAR(32),46,46,80,
917,FB_MEMBER_20180326,회원정보,BLOODTYPE,,혈액형,VARCHAR(10),47,47,80,
918,FB_MEMBER_20180326,회원정보,HEIGHT,,신장,NUMBER,48,48,80,
919,FB_MEMBER_20180326,회원정보,WEIGHT,,체중,NUMBER,49,49,80,
920,FB_MEMBER_20180326,회원정보,CLOTHES_SIZE,,의류사이즈,VARCHAR(20),50,50,80,
921,FB_MEMBER_20180326,회원정보,SHOE_SIZE,,신발사이즈,VARCHAR(20),51,51,80,
922,FB_MEMBER_20180326,회원정보,EDU_LEVEL,,최종학력,VARCHAR(20),52,52,80,
923,FB_MEMBER_20180326,회원정보,INSTITUTION,,교육기관,VARCHAR(100),53,53,80,
924,FB_MEMBER_20180326,회원정보,CAREER,,지도자 경력,CLOB,54,54,80,
925,FB_MEMBER_20180326,회원정보,AMATCH_YN,,A매치 20경기 이상 출전선수 여부,CHAR(1),55,55,80,
926,FB_MEMBER_20180326,회원정보,KLEAGUE_YN,,K리그 100경기 이상 출전선수 여부,CHAR(1),56,56,80,
927,FB_MEMBER_20180326,회원정보,FLEAGUE_YN,,해외리그 5년이상 활동선수 여부,CHAR(1),57,57,80,
928,FB_MEMBER_20180326,회원정보,GOOD_YN,,강습회 성적 우수자 여부,CHAR(1),58,58,80,
929,FB_MEMBER_20180326,회원정보,GOLDEN_YN,,골든에이지 지역지도자 여부,CHAR(1),59,59,80,
930,FB_MEMBER_20180326,회원정보,KLEADER_YN,,KFA 전임지도자/전임강사 경력 여부,CHAR(1),60,60,80,
931,FB_MEMBER_20180326,회원정보,NATIONAL_YN,,국제대회 참가경력 여부,CHAR(1),61,61,80,
932,FB_MEMBER_20180326,회원정보,FLICENSE_YN,,해외 축구 자격증 소지자 여부,CHAR(1),62,62,80,
933,FB_MEMBER_20180326,회원정보,PHONE_EXTENSION,,전화번호내선,VARCHAR(10),63,63,80,
934,FB_MEMBER_20180326,회원정보,PHONE_TYPE,,전화타입,VARCHAR(20),64,64,80,
935,FB_MEMBER_20180326,회원정보,ADDR_TYPE,,주소타입,VARCHAR(20),65,65,80,
936,FB_MEMBER_20180326,회원정보,PHONE2,,집전화2,VARCHAR(32),66,66,80,
937,FB_MEMBER_20180326,회원정보,PHONE3,,집전화3,VARCHAR(32),67,67,80,
938,FB_MEMBER_20180326,회원정보,HANDPHONE2,,휴대폰번호2,VARCHAR(32),68,68,80,
939,FB_MEMBER_20180326,회원정보,HANDPHONE3,,휴대폰번호3,VARCHAR(32),69,69,80,
940,FB_MEMBER_20180326,회원정보,MARKETING_YN,,개인정보 마케팅 활용 동의,CHAR(1),70,70,80,
941,FB_MEMBER_20180326,회원정보,THIRDOFFER_YN,,개인정보 제3자 제공 동의,CHAR(1),71,71,80,
942,FB_MEMBER_20180326,회원정보,BANK,,환불은행코드,VARCHAR(20),72,72,80,
943,FB_MEMBER_20180326,회원정보,ACCOUNT,,환불계좌번호,VARCHAR(30),73,73,80,
944,FB_MEMBER_20180326,회원정보,IPIN_DI,,IPIN_DI,VARCHAR(200),74,74,80,
945,FB_MEMBER_20180326,회원정보,IPIN_CI,,IPIN_CI,VARCHAR(200),75,75,80,
946,FB_MEMBER_20180326,회원정보,PASSPORT_NO,,여권번호,VARCHAR(20),76,76,80,
947,FB_MEMBER_20180326,회원정보,PASSPORT_DATE,,여권 만료,VARCHAR(14),77,77,80,
948,FB_MEMBER_20180326,회원정보,RESNO,,과거회원번호,VARCHAR(20),78,78,80,
949,FB_MEMBER_20180326,회원정보,IS_TEMP_PWD,,임시비밀번호여,CHAR(1),79,79,80,
950,FB_MEMBER_20180326,회원정보,SPECIAL_CODE,,특이사항,VARCHAR(200),80,80,80,
951,FB_MEMBER_MOBILE,모바일접속정보,SEQ,1,일련번호,NUMBER,1,1,7,SEQ
952,FB_MEMBER_MOBILE,모바일접속정보,UUID,,기기UUID,VARCHAR(100),2,2,7,
953,FB_MEMBER_MOBILE,모바일접속정보,USERID,,회원아이디,VARCHAR(30),3,3,7,
954,FB_MEMBER_MOBILE,모바일접속정보,TOKEN,,TOKEN,VARCHAR(200),4,4,7,
955,FB_MEMBER_MOBILE,모바일접속정보,DEVICE_TYPE,,디바이스종류,VARCHAR(20),5,5,7,
956,FB_MEMBER_MOBILE,모바일접속정보,USE_YN,,사용여부,CHAR(1),6,6,7,
957,FB_MEMBER_MOBILE,모바일접속정보,LDATE,,최종수정일,VARCHAR(14),7,7,7,
958,FB_MENU,운영자메뉴정보,MENU,1,메뉴코드,VARCHAR(9),1,1,10,MENU
959,FB_MENU,운영자메뉴정보,MENUNM,,메뉴명,VARCHAR(40),2,2,10,
960,FB_MENU,운영자메뉴정보,LEVELS,,메뉴레벨,NUMBER,3,3,10,
961,FB_MENU,운영자메뉴정보,UPPER,,상위메뉴코드,VARCHAR(9),4,4,10,
962,FB_MENU,운영자메뉴정보,PGM,,관련프로그램,VARCHAR(200),5,5,10,
963,FB_MENU,운영자메뉴정보,ISDISPLAY,,사용여부,CHAR(1),6,6,10,
964,FB_MENU,운영자메뉴정보,ORDERS,,메뉴순서,NUMBER,7,7,10,
965,FB_MENU,운영자메뉴정보,LUSERID,,최종수정자,VARCHAR(20),8,8,10,
966,FB_MENU,운영자메뉴정보,LDATE,,최종수정일,VARCHAR(14),9,9,10,
967,FB_MENU,운영자메뉴정보,ISSTEP,,단계별메뉴사용여부,CHAR(1),10,10,10,
968,FB_MFMENU,학습창메뉴정보,MENU,1,,VARCHAR(20),1,1,7,MENU
969,FB_MFMENU,학습창메뉴정보,MENUNM,,,VARCHAR(80),2,2,7,
970,FB_MFMENU,학습창메뉴정보,URLPATH,,,VARCHAR(200),3,3,7,
971,FB_MFMENU,학습창메뉴정보,ISMAIN,,,CHAR(1),4,4,7,
972,FB_MFMENU,학습창메뉴정보,ORD,,,NUMBER,5,5,7,
973,FB_MFMENU,학습창메뉴정보,LUSERID,,,VARCHAR(20),6,6,7,
974,FB_MFMENU,학습창메뉴정보,LDATE,,,VARCHAR(14),7,7,7,
975,FB_MFMENU_SUBJ,과정학습창메뉴맵핑정보,SUBJ,1,과정코드,VARCHAR(20),1,1,7,SUBJ
976,FB_MFMENU_SUBJ,과정학습창메뉴맵핑정보,MENU,2,메뉴코드,VARCHAR(20),2,2,7,MENU
977,FB_MFMENU_SUBJ,과정학습창메뉴맵핑정보,ORD,,순번,NUMBER,3,3,7,
978,FB_MFMENU_SUBJ,과정학습창메뉴맵핑정보,LUSERID,,최종수정자,VARCHAR(20),4,4,7,
979,FB_MFMENU_SUBJ,과정학습창메뉴맵핑정보,LDATE,,최종수정일,VARCHAR(14),5,5,7,
980,FB_MFMENU_SUBJ,과정학습창메뉴맵핑정보,INUSERID,,등록자,VARCHAR(20),6,6,7,
981,FB_MFMENU_SUBJ,과정학습창메뉴맵핑정보,INDATE,,등록일,VARCHAR(14),7,7,7,
982,FB_OATH,,SUBJ,1,과정코드,VARCHAR(20),1,1,7,SUBJ
983,FB_OATH,,SUBJSEQ,2,과정차수,VARCHAR(4),2,2,7,SUBJSEQ
984,FB_OATH,,USERID,3,통합사번,VARCHAR(20),3,3,7,USERID
985,FB_OATH,,INDATE,,서약일,VARCHAR(14),4,4,7,
986,FB_OATH,,INUSERID,,서약자,VARCHAR(20),5,5,7,
987,FB_OATH,,LDATE,,최종수정일,VARCHAR(14),6,6,7,
988,FB_OATH,,LUSERID,,최종수정자,VARCHAR(20),7,7,7,
989,FB_OATH_AGREE,,SUBJ,1,과정코드,VARCHAR(20),1,1,7,SUBJ
990,FB_OATH_AGREE,,SUBJSEQ,2,과정차수,VARCHAR(4),2,2,7,SUBJSEQ
991,FB_OATH_AGREE,,USERID,3,통합사번,VARCHAR(20),3,3,7,USERID
992,FB_OATH_AGREE,,INDATE,,동의일,VARCHAR(14),4,4,7,
993,FB_OATH_AGREE,,INUSERID,,동의자,VARCHAR(20),5,5,7,
994,FB_OATH_AGREE,,LDATE,,최종수정일,VARCHAR(14),6,6,7,
995,FB_OATH_AGREE,,LUSERID,,최종수정자,VARCHAR(20),7,7,7,
996,FB_OBJATT,오브젝트 속성정보,OID,,,VARCHAR(10),1,1,5,
997,FB_OBJATT,오브젝트 속성정보,ATT,,,VARCHAR(10),2,2,5,
998,FB_OBJATT,오브젝트 속성정보,SDESC,,,VARCHAR(200),3,3,5,
999,FB_OBJATT,오브젝트 속성정보,LUSERID,,,VARCHAR(20),4,4,5,
1000,FB_OBJATT,오브젝트 속성정보,LDATE,,,VARCHAR(14),5,5,5,
1001,FB_OBJECT,오브젝트 정보,OID,,,VARCHAR(10),1,1,29,
1002,FB_OBJECT,오브젝트 정보,OTYPE,,,VARCHAR(4),2,2,29,
1003,FB_OBJECT,오브젝트 정보,FILETYPE,,,VARCHAR(4),3,3,29,
1004,FB_OBJECT,오브젝트 정보,NPAGE,,,NUMBER,4,4,29,
1005,FB_OBJECT,오브젝트 정보,SDESC,,,VARCHAR(200),5,5,29,
1006,FB_OBJECT,오브젝트 정보,MASTER,,,VARCHAR(20),6,6,29,
1007,FB_OBJECT,오브젝트 정보,STARTING,,,VARCHAR(200),7,7,29,
1008,FB_OBJECT,오브젝트 정보,SERVER,,,VARCHAR(10),8,8,29,
1009,FB_OBJECT,오브젝트 정보,SUBJ,,,VARCHAR(20),9,9,29,
1010,FB_OBJECT,오브젝트 정보,PARAMETERSTRING,,,VARCHAR(255),10,10,29,
1011,FB_OBJECT,오브젝트 정보,IDENTIFIER,,,VARCHAR(255),11,11,29,
1012,FB_OBJECT,오브젝트 정보,PREREQUISITES,,,VARCHAR(255),12,12,29,
1013,FB_OBJECT,오브젝트 정보,MASTERYSCORE,,,NUMBER,13,13,29,
1014,FB_OBJECT,오브젝트 정보,MAXTIMEALLOWED,,,VARCHAR(20),14,14,29,
1015,FB_OBJECT,오브젝트 정보,TIMELIMITACTION,,,VARCHAR(255),15,15,29,
1016,FB_OBJECT,오브젝트 정보,SEQUENCE,,,NUMBER,16,16,29,
1017,FB_OBJECT,오브젝트 정보,THELEVEL,,,NUMBER,17,17,29,
1018,FB_OBJECT,오브젝트 정보,LUSERID,,,VARCHAR(20),18,18,29,
1019,FB_OBJECT,오브젝트 정보,LDATE,,,VARCHAR(14),19,19,29,
1020,FB_OBJECT,오브젝트 정보,OIDNUMERIC,,,NUMBER,20,20,29,
1021,FB_OBJECT,오브젝트 정보,HIGHOID,,,VARCHAR(10),21,21,29,
1022,FB_OBJECT,오브젝트 정보,METALOCATION,,,VARCHAR(200),22,22,29,
1023,FB_OBJECT,오브젝트 정보,SCOLOCATE,,,VARCHAR(10),23,23,29,
1024,FB_OBJECT,오브젝트 정보,SCOALL,,,NUMBER,24,24,29,
1025,FB_OBJECT,오브젝트 정보,SCOTITLE,,,VARCHAR(255),25,25,29,
1026,FB_OBJECT,오브젝트 정보,DATAFROMLMS,,,VARCHAR(255),26,26,29,
1027,FB_OBJECT,오브젝트 정보,PRODUCER,,,VARCHAR(18),27,27,29,
1028,FB_OBJECT,오브젝트 정보,INUSERID,,,VARCHAR(20),28,28,29,
1029,FB_OBJECT,오브젝트 정보,CPSEQ,,,VARCHAR(25),29,29,29,
1030,FB_PAYMENT,결제,ORDR_IDXX,1,주문번호,VARCHAR(40),1,1,81,ORDR_IDXX
1031,FB_PAYMENT,결제,SUBJ,,과정코드,VARCHAR(20),2,2,81,
1032,FB_PAYMENT,결제,SUBJSEQ,,과정차수,VARCHAR(4),3,3,81,
1033,FB_PAYMENT,결제,USERID,,통합사번,VARCHAR(20),4,4,81,
1034,FB_PAYMENT,결제,LICENSE_NO,,자격증번,VARCHAR(30),5,5,81,
1035,FB_PAYMENT,결제,REQ_TX,,요청구분,VARCHAR(3),6,6,81,
1036,FB_PAYMENT,결제,USE_PAY_METHOD,,결제방법,VARCHAR(12),7,7,81,
1037,FB_PAYMENT,결제,GOOD_NAME,,상품명,VARCHAR(200),8,8,81,
1038,FB_PAYMENT,결제,BUYR_NAME,,주문자명,VARCHAR(30),9,9,81,
1039,FB_PAYMENT,결제,BUYR_TEL1,,주문자 전화번호,VARCHAR(60),10,10,81,
1040,FB_PAYMENT,결제,BUYR_TEL2,,주문자 핸드폰번호,VARCHAR(60),11,11,81,
1041,FB_PAYMENT,결제,BUYR_MAIL,,주문자Email주소,VARCHAR(256),12,12,81,
1042,FB_PAYMENT,결제,TNO,,KCP거래고유번호,VARCHAR(14),13,13,81,
1043,FB_PAYMENT,결제,RES_CD,,응답코드,VARCHAR(4),14,14,81,
1044,FB_PAYMENT,결제,RES_MSG,,응답 메세지,VARCHAR(100),15,15,81,
1045,FB_PAYMENT,결제,APP_TIME,,승인시간,NUMBER,16,16,81,
1046,FB_PAYMENT,결제,AMOUNT,,실거래금액,NUMBER,17,17,81,
1047,FB_PAYMENT,결제,TOTAL_AMOUNT,,복합결재 총 거래금액,NUMBER,18,18,81,
1048,FB_PAYMENT,결제,COUPON_MNY,,쿠폰금액,NUMBER,19,19,81,
1049,FB_PAYMENT,결제,CARD_CD,,신용카드코드,VARCHAR(4),20,20,81,
1050,FB_PAYMENT,결제,CARD_NAME,,신용카드명,VARCHAR(32),21,21,81,
1051,FB_PAYMENT,결제,CARD_NO,,신용카드번호,VARCHAR(60),22,22,81,
1052,FB_PAYMENT,결제,VNUM_NO,,ARS가상번호,VARCHAR(12),23,23,81,
1053,FB_PAYMENT,결제,EXPR_DT,,ARS유효기간,NUMBER,24,24,81,
1054,FB_PAYMENT,결제,ARS_TRADE_NO,,ARS상품등록번호,NUMBER,25,25,81,
1055,FB_PAYMENT,결제,APP_NO,,신용카드승인번호,VARCHAR(8),26,26,81,
1056,FB_PAYMENT,결제,NOINF,,신용카드 무이자 여부,CHAR(1),27,27,81,
1057,FB_PAYMENT,결제,NOINF_TYPE,,"무이자이벤트주체(CARD,SHOP)",VARCHAR(4),28,28,81,
1058,FB_PAYMENT,결제,QUOTA,,신용카드 할부개월,VARCHAR(2),29,29,81,
1059,FB_PAYMENT,결제,CARD_MNY,,카드결제금액,NUMBER,30,30,81,
1060,FB_PAYMENT,결제,PARTCANC_YN,,부분취소 가능유무,CHAR(1),31,31,81,
1061,FB_PAYMENT,결제,CARD_BIN_TYPE_01,,카드구분1,NUMBER,32,32,81,
1062,FB_PAYMENT,결제,CARD_BIN_TYPE_02,,카드구분2,NUMBER,33,33,81,
1063,FB_PAYMENT,결제,ISP_ISSUER_CD,,ISP계열사코드,VARCHAR(4),34,34,81,
1064,FB_PAYMENT,결제,ISP_ISSUER_NM,,ISP계열사명,VARCHAR(32),35,35,81,
1065,FB_PAYMENT,결제,BANK_CD,,은행코드,VARCHAR(4),36,36,81,
1066,FB_PAYMENT,결제,BANK_NAME,,은행명,VARCHAR(20),37,37,81,
1067,FB_PAYMENT,결제,BK_MNY,,계좌이체결제금액,NUMBER,38,38,81,
1068,FB_PAYMENT,결제,BANKNAME,,입금은행명,VARCHAR(20),39,39,81,
1069,FB_PAYMENT,결제,BANKCODE,,계좌이체은행코드,VARCHAR(4),40,40,81,
1070,FB_PAYMENT,결제,ACCOUNT,,입금계좌번호,VARCHAR(60),41,41,81,
1071,FB_PAYMENT,결제,VA_DATE,,가상계좌입금마감시간,NUMBER,42,42,81,
1072,FB_PAYMENT,결제,DEPOSITOR,,입금자명,VARCHAR(50),43,43,81,
1073,FB_PAYMENT,결제,VAN_CD,,휴대폰결제사 코드,VARCHAR(4),44,44,81,
1074,FB_PAYMENT,결제,VAN_ID,,실물/컨텐츠구분,VARCHAR(4),45,45,81,
1075,FB_PAYMENT,결제,COMMID,,통신사코드,VARCHAR(3),46,46,81,
1076,FB_PAYMENT,결제,MOBILE_NO,,휴대폰번호,NUMBER,47,47,81,
1077,FB_PAYMENT,결제,PNT_AMOUNT,,적립금액 OR 사용금액,NUMBER,48,48,81,
1078,FB_PAYMENT,결제,PNT_ISSUE,,결제포인트사코드,VARCHAR(4),49,49,81,
1079,FB_PAYMENT,결제,PNT_APP_TIME,,승인시간,NUMBER,50,50,81,
1080,FB_PAYMENT,결제,PNT_APP_NO,,승인번호,VARCHAR(20),51,51,81,
1081,FB_PAYMENT,결제,PNT_RECEIPT_GUBN,,현금영수증여부,CHAR(1),52,52,81,
1082,FB_PAYMENT,결제,ADD_PNT,,발생 포인트,VARCHAR(14),53,53,81,
1083,FB_PAYMENT,결제,USE_PNT,,사용가능 포인트,VARCHAR(14),54,54,81,
1084,FB_PAYMENT,결제,RSV_PNT,,총 누적포인트,VARCHAR(14),55,55,81,
1085,FB_PAYMENT,결제,SHOP_USER_ID,,가맹점 고객아이디,VARCHAR(20),56,56,81,
1086,FB_PAYMENT,결제,TK_MNY,,상품권 결제금액,NUMBER,57,57,81,
1087,FB_PAYMENT,결제,TK_VAN_CODE,,발급사코드,VARCHAR(4),58,58,81,
1088,FB_PAYMENT,결제,TK_APP_NO,,상품권승인번호,NUMBER,59,59,81,
1089,FB_PAYMENT,결제,TK_APP_TIME,,상품권승인시간,VARCHAR(14),60,60,81,
1090,FB_PAYMENT,결제,CASH_YN,,현금영수증등록여부,CHAR(1),61,61,81,
1091,FB_PAYMENT,결제,CASH_TR_CODE,,현금영수증발행구분,VARCHAR(1),62,62,81,
1092,FB_PAYMENT,결제,CASH_ID_INFO,,현금영수증등록번호,VARCHAR(14),63,63,81,
1093,FB_PAYMENT,결제,CASH_AUTHNO,,현금영수증승인번호,NUMBER,64,64,81,
1094,FB_PAYMENT,결제,CASH_NO,,현금영수증거래번호,VARCHAR(14),65,65,81,
1095,FB_PAYMENT,결제,INUSERID,,등록자,VARCHAR(20),66,66,81,
1096,FB_PAYMENT,결제,INDATE,,등록일,VARCHAR(14),67,67,81,
1097,FB_PAYMENT,결제,MOD_SUB_TYPE,,"환불타입(전체,부분,복합과세 부분)",VARCHAR(6),68,68,81,
1098,FB_PAYMENT,결제,MOD_COMP_TYPE,,"인증타입(계좌,계좌+실명)",VARCHAR(6),69,69,81,
1099,FB_PAYMENT,결제,MOD_DESC,,환불사유,VARCHAR(100),70,70,81,
1100,FB_PAYMENT,결제,MOD_ACCOUNT,,환불계좌,VARCHAR(60),71,71,81,
1101,FB_PAYMENT,결제,MOD_DEPOSITOR,,환불계좌주명,VARCHAR(30),72,72,81,
1102,FB_PAYMENT,결제,MOD_BANKCODE,,환불은행코드,VARCHAR(4),73,73,81,
1103,FB_PAYMENT,결제,MOD_SOCNAME,,환불요청자명(실명인증),VARCHAR(30),74,74,81,
1104,FB_PAYMENT,결제,MOD_SOCNO,,요청자주민번호(실명인증),NUMBER,75,75,81,
1105,FB_PAYMENT,결제,MOD_MNY,,환불요청금액(부분환불),NUMBER,76,76,81,
1106,FB_PAYMENT,결제,REM_MNY,,환불전금액(부분환불),NUMBER,77,77,81,
1107,FB_PAYMENT,결제,TAX_FLAG,,복합과세구분(복합과세환불),VARCHAR(4),78,78,81,
1108,FB_PAYMENT,결제,MOD_TAX_MNY,,과세금액(복합과세환불),NUMBER,79,79,81,
1109,FB_PAYMENT,결제,MOD_FREE_MNY,,비과세금액(복합과세환불),NUMBER,80,80,81,
1110,FB_PAYMENT,결제,MOD_VAT_MNY,,부가세금액(복합과세환불),NUMBER,81,81,81,
1111,FB_PAYMENT_20180326,결제,ORDR_IDXX,1,주문번호,VARCHAR(40),1,1,81,ORDR_IDXX
1112,FB_PAYMENT_20180326,결제,SUBJ,,과정코드,VARCHAR(20),2,2,81,
1113,FB_PAYMENT_20180326,결제,SUBJSEQ,,과정차수,VARCHAR(4),3,3,81,
1114,FB_PAYMENT_20180326,결제,USERID,,통합사번,VARCHAR(20),4,4,81,
1115,FB_PAYMENT_20180326,결제,LICENSE_NO,,자격증번,VARCHAR(30),5,5,81,
1116,FB_PAYMENT_20180326,결제,REQ_TX,,요청구분,VARCHAR(3),6,6,81,
1117,FB_PAYMENT_20180326,결제,USE_PAY_METHOD,,결제방법,VARCHAR(12),7,7,81,
1118,FB_PAYMENT_20180326,결제,GOOD_NAME,,상품명,VARCHAR(200),8,8,81,
1119,FB_PAYMENT_20180326,결제,BUYR_NAME,,주문자명,VARCHAR(30),9,9,81,
1120,FB_PAYMENT_20180326,결제,BUYR_TEL1,,주문자 전화번호,VARCHAR(60),10,10,81,
1121,FB_PAYMENT_20180326,결제,BUYR_TEL2,,주문자 핸드폰번호,VARCHAR(60),11,11,81,
1122,FB_PAYMENT_20180326,결제,BUYR_MAIL,,주문자Email주소,VARCHAR(256),12,12,81,
1123,FB_PAYMENT_20180326,결제,TNO,,KCP거래고유번호,VARCHAR(14),13,13,81,
1124,FB_PAYMENT_20180326,결제,RES_CD,,응답코드,VARCHAR(4),14,14,81,
1125,FB_PAYMENT_20180326,결제,RES_MSG,,응답 메세지,VARCHAR(100),15,15,81,
1126,FB_PAYMENT_20180326,결제,APP_TIME,,승인시간,NUMBER,16,16,81,
1127,FB_PAYMENT_20180326,결제,AMOUNT,,실거래금액,NUMBER,17,17,81,
1128,FB_PAYMENT_20180326,결제,TOTAL_AMOUNT,,복합결재 총 거래금액,NUMBER,18,18,81,
1129,FB_PAYMENT_20180326,결제,COUPON_MNY,,쿠폰금액,NUMBER,19,19,81,
1130,FB_PAYMENT_20180326,결제,CARD_CD,,신용카드코드,VARCHAR(4),20,20,81,
1131,FB_PAYMENT_20180326,결제,CARD_NAME,,신용카드명,VARCHAR(32),21,21,81,
1132,FB_PAYMENT_20180326,결제,CARD_NO,,신용카드번호,VARCHAR(30),22,22,81,
1133,FB_PAYMENT_20180326,결제,VNUM_NO,,ARS가상번호,VARCHAR(12),23,23,81,
1134,FB_PAYMENT_20180326,결제,EXPR_DT,,ARS유효기간,NUMBER,24,24,81,
1135,FB_PAYMENT_20180326,결제,ARS_TRADE_NO,,ARS상품등록번호,NUMBER,25,25,81,
1136,FB_PAYMENT_20180326,결제,APP_NO,,신용카드승인번호,VARCHAR(8),26,26,81,
1137,FB_PAYMENT_20180326,결제,NOINF,,신용카드 무이자 여부,CHAR(1),27,27,81,
1138,FB_PAYMENT_20180326,결제,NOINF_TYPE,,"무이자이벤트주체(CARD,SHOP)",VARCHAR(4),28,28,81,
1139,FB_PAYMENT_20180326,결제,QUOTA,,신용카드 할부개월,VARCHAR(2),29,29,81,
1140,FB_PAYMENT_20180326,결제,CARD_MNY,,카드결제금액,NUMBER,30,30,81,
1141,FB_PAYMENT_20180326,결제,PARTCANC_YN,,부분취소 가능유무,CHAR(1),31,31,81,
1142,FB_PAYMENT_20180326,결제,CARD_BIN_TYPE_01,,카드구분1,NUMBER,32,32,81,
1143,FB_PAYMENT_20180326,결제,CARD_BIN_TYPE_02,,카드구분2,NUMBER,33,33,81,
1144,FB_PAYMENT_20180326,결제,ISP_ISSUER_CD,,ISP계열사코드,VARCHAR(4),34,34,81,
