SEQ,TABLE_NAME,TABLE_COMMENTS,COLUMN_ID,COLUMN_NAME,COLUMN_COMMENTS,DATA_TYPE,IDX,COL_TOT,PK_COL,POSITION
2079,FB_ZIPCODE_DAEGU, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2080,FB_ZIPCODE_DAEGU, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2081,FB_ZIPCODE_DAEGU, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2082,FB_ZIPCODE_DAEGU, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2083,FB_ZIPCODE_DAEGU, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2084,FB_ZIPCODE_DAEJEON, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2085,FB_ZIPCODE_DAEJEON, ,2,SIDO, ,VARCHAR2(40),2,26,,
2086,FB_ZIPCODE_DAEJEON, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2087,FB_ZIPCODE_DAEJEON, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2088,FB_ZIPCODE_DAEJEON, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2089,FB_ZIPCODE_DAEJEON, ,6,EUP, ,VARCHAR2(40),6,26,,
2090,FB_ZIPCODE_DAEJEON, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2091,FB_ZIPCODE_DAEJEON, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2092,FB_ZIPCODE_DAEJEON, ,9,STREET, ,VARCHAR2(160),9,26,,
2093,FB_ZIPCODE_DAEJEON, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2094,FB_ZIPCODE_DAEJEON, ,11,ISUNDER, ,CHAR(2),11,26,,
2095,FB_ZIPCODE_DAEJEON, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2096,FB_ZIPCODE_DAEJEON, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2097,FB_ZIPCODE_DAEJEON, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2098,FB_ZIPCODE_DAEJEON, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2099,FB_ZIPCODE_DAEJEON, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2100,FB_ZIPCODE_DAEJEON, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2101,FB_ZIPCODE_DAEJEON, ,18,DONG, ,VARCHAR2(40),18,26,,
2102,FB_ZIPCODE_DAEJEON, ,19,RI, ,VARCHAR2(40),19,26,,
2103,FB_ZIPCODE_DAEJEON, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2104,FB_ZIPCODE_DAEJEON, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2105,FB_ZIPCODE_DAEJEON, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2106,FB_ZIPCODE_DAEJEON, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2107,FB_ZIPCODE_DAEJEON, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2108,FB_ZIPCODE_DAEJEON, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2109,FB_ZIPCODE_DAEJEON, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2110,FB_ZIPCODE_GANGWON, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2111,FB_ZIPCODE_GANGWON, ,2,SIDO, ,VARCHAR2(40),2,26,,
2112,FB_ZIPCODE_GANGWON, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2113,FB_ZIPCODE_GANGWON, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2114,FB_ZIPCODE_GANGWON, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2115,FB_ZIPCODE_GANGWON, ,6,EUP, ,VARCHAR2(40),6,26,,
2116,FB_ZIPCODE_GANGWON, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2117,FB_ZIPCODE_GANGWON, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2118,FB_ZIPCODE_GANGWON, ,9,STREET, ,VARCHAR2(160),9,26,,
2119,FB_ZIPCODE_GANGWON, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2120,FB_ZIPCODE_GANGWON, ,11,ISUNDER, ,CHAR(2),11,26,,
2121,FB_ZIPCODE_GANGWON, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2122,FB_ZIPCODE_GANGWON, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2123,FB_ZIPCODE_GANGWON, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2124,FB_ZIPCODE_GANGWON, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2125,FB_ZIPCODE_GANGWON, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2126,FB_ZIPCODE_GANGWON, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2127,FB_ZIPCODE_GANGWON, ,18,DONG, ,VARCHAR2(40),18,26,,
2128,FB_ZIPCODE_GANGWON, ,19,RI, ,VARCHAR2(40),19,26,,
2129,FB_ZIPCODE_GANGWON, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2130,FB_ZIPCODE_GANGWON, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2131,FB_ZIPCODE_GANGWON, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2132,FB_ZIPCODE_GANGWON, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2133,FB_ZIPCODE_GANGWON, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2134,FB_ZIPCODE_GANGWON, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2135,FB_ZIPCODE_GANGWON, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2136,FB_ZIPCODE_GWANGJU, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2137,FB_ZIPCODE_GWANGJU, ,2,SIDO, ,VARCHAR2(40),2,26,,
2138,FB_ZIPCODE_GWANGJU, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2139,FB_ZIPCODE_GWANGJU, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2140,FB_ZIPCODE_GWANGJU, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2141,FB_ZIPCODE_GWANGJU, ,6,EUP, ,VARCHAR2(40),6,26,,
2142,FB_ZIPCODE_GWANGJU, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2143,FB_ZIPCODE_GWANGJU, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2144,FB_ZIPCODE_GWANGJU, ,9,STREET, ,VARCHAR2(160),9,26,,
2145,FB_ZIPCODE_GWANGJU, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2146,FB_ZIPCODE_GWANGJU, ,11,ISUNDER, ,CHAR(2),11,26,,
2147,FB_ZIPCODE_GWANGJU, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2148,FB_ZIPCODE_GWANGJU, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2149,FB_ZIPCODE_GWANGJU, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2150,FB_ZIPCODE_GWANGJU, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2151,FB_ZIPCODE_GWANGJU, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2152,FB_ZIPCODE_GWANGJU, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2153,FB_ZIPCODE_GWANGJU, ,18,DONG, ,VARCHAR2(40),18,26,,
2154,FB_ZIPCODE_GWANGJU, ,19,RI, ,VARCHAR2(40),19,26,,
2155,FB_ZIPCODE_GWANGJU, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2156,FB_ZIPCODE_GWANGJU, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2157,FB_ZIPCODE_GWANGJU, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2158,FB_ZIPCODE_GWANGJU, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2159,FB_ZIPCODE_GWANGJU, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2160,FB_ZIPCODE_GWANGJU, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2161,FB_ZIPCODE_GWANGJU, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2162,FB_ZIPCODE_GYEONGBUK, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2163,FB_ZIPCODE_GYEONGBUK, ,2,SIDO, ,VARCHAR2(40),2,26,,
2164,FB_ZIPCODE_GYEONGBUK, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2165,FB_ZIPCODE_GYEONGBUK, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2166,FB_ZIPCODE_GYEONGBUK, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2167,FB_ZIPCODE_GYEONGBUK, ,6,EUP, ,VARCHAR2(40),6,26,,
2168,FB_ZIPCODE_GYEONGBUK, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2169,FB_ZIPCODE_GYEONGBUK, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2170,FB_ZIPCODE_GYEONGBUK, ,9,STREET, ,VARCHAR2(160),9,26,,
2171,FB_ZIPCODE_GYEONGBUK, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2172,FB_ZIPCODE_GYEONGBUK, ,11,ISUNDER, ,CHAR(2),11,26,,
2173,FB_ZIPCODE_GYEONGBUK, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2174,FB_ZIPCODE_GYEONGBUK, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2175,FB_ZIPCODE_GYEONGBUK, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2176,FB_ZIPCODE_GYEONGBUK, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2177,FB_ZIPCODE_GYEONGBUK, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2178,FB_ZIPCODE_GYEONGBUK, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2179,FB_ZIPCODE_GYEONGBUK, ,18,DONG, ,VARCHAR2(40),18,26,,
2180,FB_ZIPCODE_GYEONGBUK, ,19,RI, ,VARCHAR2(40),19,26,,
2181,FB_ZIPCODE_GYEONGBUK, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2182,FB_ZIPCODE_GYEONGBUK, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2183,FB_ZIPCODE_GYEONGBUK, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2184,FB_ZIPCODE_GYEONGBUK, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2185,FB_ZIPCODE_GYEONGBUK, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2186,FB_ZIPCODE_GYEONGBUK, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2187,FB_ZIPCODE_GYEONGBUK, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2188,FB_ZIPCODE_GYEONGGI, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2189,FB_ZIPCODE_GYEONGGI, ,2,SIDO, ,VARCHAR2(40),2,26,,
2190,FB_ZIPCODE_GYEONGGI, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2191,FB_ZIPCODE_GYEONGGI, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2192,FB_ZIPCODE_GYEONGGI, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2193,FB_ZIPCODE_GYEONGGI, ,6,EUP, ,VARCHAR2(40),6,26,,
2194,FB_ZIPCODE_GYEONGGI, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2195,FB_ZIPCODE_GYEONGGI, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2196,FB_ZIPCODE_GYEONGGI, ,9,STREET, ,VARCHAR2(160),9,26,,
2197,FB_ZIPCODE_GYEONGGI, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2198,FB_ZIPCODE_GYEONGGI, ,11,ISUNDER, ,CHAR(2),11,26,,
2199,FB_ZIPCODE_GYEONGGI, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2200,FB_ZIPCODE_GYEONGGI, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2201,FB_ZIPCODE_GYEONGGI, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2202,FB_ZIPCODE_GYEONGGI, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2203,FB_ZIPCODE_GYEONGGI, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2204,FB_ZIPCODE_GYEONGGI, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2205,FB_ZIPCODE_GYEONGGI, ,18,DONG, ,VARCHAR2(40),18,26,,
2206,FB_ZIPCODE_GYEONGGI, ,19,RI, ,VARCHAR2(40),19,26,,
2207,FB_ZIPCODE_GYEONGGI, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2208,FB_ZIPCODE_GYEONGGI, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2209,FB_ZIPCODE_GYEONGGI, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2210,FB_ZIPCODE_GYEONGGI, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2211,FB_ZIPCODE_GYEONGGI, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2212,FB_ZIPCODE_GYEONGGI, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2213,FB_ZIPCODE_GYEONGGI, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2214,FB_ZIPCODE_GYEONGNAM, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2215,FB_ZIPCODE_GYEONGNAM, ,2,SIDO, ,VARCHAR2(40),2,26,,
2216,FB_ZIPCODE_GYEONGNAM, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2217,FB_ZIPCODE_GYEONGNAM, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2218,FB_ZIPCODE_GYEONGNAM, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2219,FB_ZIPCODE_GYEONGNAM, ,6,EUP, ,VARCHAR2(40),6,26,,
2220,FB_ZIPCODE_GYEONGNAM, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2221,FB_ZIPCODE_GYEONGNAM, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2222,FB_ZIPCODE_GYEONGNAM, ,9,STREET, ,VARCHAR2(160),9,26,,
2223,FB_ZIPCODE_GYEONGNAM, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2224,FB_ZIPCODE_GYEONGNAM, ,11,ISUNDER, ,CHAR(2),11,26,,
2225,FB_ZIPCODE_GYEONGNAM, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2226,FB_ZIPCODE_GYEONGNAM, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2227,FB_ZIPCODE_GYEONGNAM, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2228,FB_ZIPCODE_GYEONGNAM, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2229,FB_ZIPCODE_GYEONGNAM, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2230,FB_ZIPCODE_GYEONGNAM, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2231,FB_ZIPCODE_GYEONGNAM, ,18,DONG, ,VARCHAR2(40),18,26,,
2232,FB_ZIPCODE_GYEONGNAM, ,19,RI, ,VARCHAR2(40),19,26,,
2233,FB_ZIPCODE_GYEONGNAM, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2234,FB_ZIPCODE_GYEONGNAM, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2235,FB_ZIPCODE_GYEONGNAM, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2236,FB_ZIPCODE_GYEONGNAM, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2237,FB_ZIPCODE_GYEONGNAM, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2238,FB_ZIPCODE_GYEONGNAM, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2239,FB_ZIPCODE_GYEONGNAM, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2240,FB_ZIPCODE_INCHEON, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2241,FB_ZIPCODE_INCHEON, ,2,SIDO, ,VARCHAR2(40),2,26,,
2242,FB_ZIPCODE_INCHEON, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2243,FB_ZIPCODE_INCHEON, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2244,FB_ZIPCODE_INCHEON, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2245,FB_ZIPCODE_INCHEON, ,6,EUP, ,VARCHAR2(40),6,26,,
2246,FB_ZIPCODE_INCHEON, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2247,FB_ZIPCODE_INCHEON, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2248,FB_ZIPCODE_INCHEON, ,9,STREET, ,VARCHAR2(160),9,26,,
2249,FB_ZIPCODE_INCHEON, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2250,FB_ZIPCODE_INCHEON, ,11,ISUNDER, ,CHAR(2),11,26,,
2251,FB_ZIPCODE_INCHEON, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2252,FB_ZIPCODE_INCHEON, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2253,FB_ZIPCODE_INCHEON, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2254,FB_ZIPCODE_INCHEON, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2255,FB_ZIPCODE_INCHEON, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2256,FB_ZIPCODE_INCHEON, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2257,FB_ZIPCODE_INCHEON, ,18,DONG, ,VARCHAR2(40),18,26,,
2258,FB_ZIPCODE_INCHEON, ,19,RI, ,VARCHAR2(40),19,26,,
2259,FB_ZIPCODE_INCHEON, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2260,FB_ZIPCODE_INCHEON, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2261,FB_ZIPCODE_INCHEON, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2262,FB_ZIPCODE_INCHEON, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2263,FB_ZIPCODE_INCHEON, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2264,FB_ZIPCODE_INCHEON, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2265,FB_ZIPCODE_INCHEON, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2266,FB_ZIPCODE_JEJU, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2267,FB_ZIPCODE_JEJU, ,2,SIDO, ,VARCHAR2(40),2,26,,
2268,FB_ZIPCODE_JEJU, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2269,FB_ZIPCODE_JEJU, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2270,FB_ZIPCODE_JEJU, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2271,FB_ZIPCODE_JEJU, ,6,EUP, ,VARCHAR2(40),6,26,,
2272,FB_ZIPCODE_JEJU, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2273,FB_ZIPCODE_JEJU, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2274,FB_ZIPCODE_JEJU, ,9,STREET, ,VARCHAR2(160),9,26,,
2275,FB_ZIPCODE_JEJU, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2276,FB_ZIPCODE_JEJU, ,11,ISUNDER, ,CHAR(2),11,26,,
2277,FB_ZIPCODE_JEJU, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2278,FB_ZIPCODE_JEJU, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2279,FB_ZIPCODE_JEJU, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2280,FB_ZIPCODE_JEJU, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2281,FB_ZIPCODE_JEJU, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2282,FB_ZIPCODE_JEJU, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2283,FB_ZIPCODE_JEJU, ,18,DONG, ,VARCHAR2(40),18,26,,
2284,FB_ZIPCODE_JEJU, ,19,RI, ,VARCHAR2(40),19,26,,
2285,FB_ZIPCODE_JEJU, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2286,FB_ZIPCODE_JEJU, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2287,FB_ZIPCODE_JEJU, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2288,FB_ZIPCODE_JEJU, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2289,FB_ZIPCODE_JEJU, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2290,FB_ZIPCODE_JEJU, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2291,FB_ZIPCODE_JEJU, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2292,FB_ZIPCODE_JEONBUK, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2293,FB_ZIPCODE_JEONBUK, ,2,SIDO, ,VARCHAR2(40),2,26,,
2294,FB_ZIPCODE_JEONBUK, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2295,FB_ZIPCODE_JEONBUK, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2296,FB_ZIPCODE_JEONBUK, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2297,FB_ZIPCODE_JEONBUK, ,6,EUP, ,VARCHAR2(40),6,26,,
2298,FB_ZIPCODE_JEONBUK, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2299,FB_ZIPCODE_JEONBUK, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2300,FB_ZIPCODE_JEONBUK, ,9,STREET, ,VARCHAR2(160),9,26,,
2301,FB_ZIPCODE_JEONBUK, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2302,FB_ZIPCODE_JEONBUK, ,11,ISUNDER, ,CHAR(2),11,26,,
2303,FB_ZIPCODE_JEONBUK, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2304,FB_ZIPCODE_JEONBUK, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2305,FB_ZIPCODE_JEONBUK, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2306,FB_ZIPCODE_JEONBUK, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2307,FB_ZIPCODE_JEONBUK, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2308,FB_ZIPCODE_JEONBUK, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2309,FB_ZIPCODE_JEONBUK, ,18,DONG, ,VARCHAR2(40),18,26,,
2310,FB_ZIPCODE_JEONBUK, ,19,RI, ,VARCHAR2(40),19,26,,
2311,FB_ZIPCODE_JEONBUK, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2312,FB_ZIPCODE_JEONBUK, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2313,FB_ZIPCODE_JEONBUK, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2314,FB_ZIPCODE_JEONBUK, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2315,FB_ZIPCODE_JEONBUK, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2316,FB_ZIPCODE_JEONBUK, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2317,FB_ZIPCODE_JEONBUK, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2318,FB_ZIPCODE_JEONNAM, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2319,FB_ZIPCODE_JEONNAM, ,2,SIDO, ,VARCHAR2(40),2,26,,
2320,FB_ZIPCODE_JEONNAM, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2321,FB_ZIPCODE_JEONNAM, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2322,FB_ZIPCODE_JEONNAM, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2323,FB_ZIPCODE_JEONNAM, ,6,EUP, ,VARCHAR2(40),6,26,,
2324,FB_ZIPCODE_JEONNAM, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2325,FB_ZIPCODE_JEONNAM, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
2326,FB_ZIPCODE_JEONNAM, ,9,STREET, ,VARCHAR2(160),9,26,,
2327,FB_ZIPCODE_JEONNAM, ,10,STREET_ENG, ,VARCHAR2(160),10,26,,
2328,FB_ZIPCODE_JEONNAM, ,11,ISUNDER, ,CHAR(2),11,26,,
2329,FB_ZIPCODE_JEONNAM, ,12,BUILDINGNUM1, ,"NUMBER(22,38)",12,26,,
2330,FB_ZIPCODE_JEONNAM, ,13,BUILDINGNUM2, ,"NUMBER(22,38)",13,26,,
2331,FB_ZIPCODE_JEONNAM, ,14,BUILDINGCODE, ,VARCHAR2(50),14,26,,
2332,FB_ZIPCODE_JEONNAM, ,15,MASSDESTINATION, ,VARCHAR2(400),15,26,,
2333,FB_ZIPCODE_JEONNAM, ,16,BUILDING, ,VARCHAR2(400),16,26,,
2334,FB_ZIPCODE_JEONNAM, ,17,DONGCODE, ,VARCHAR2(20),17,26,,
2335,FB_ZIPCODE_JEONNAM, ,18,DONG, ,VARCHAR2(40),18,26,,
2336,FB_ZIPCODE_JEONNAM, ,19,RI, ,VARCHAR2(40),19,26,,
2337,FB_ZIPCODE_JEONNAM, ,20,HANGDONG, ,VARCHAR2(80),20,26,,
2338,FB_ZIPCODE_JEONNAM, ,21,ISMOUNTAIN, ,CHAR(2),21,26,,
2339,FB_ZIPCODE_JEONNAM, ,22,JIBUN1, ,"NUMBER(22,38)",22,26,,
2340,FB_ZIPCODE_JEONNAM, ,23,DONGSEQ, ,VARCHAR2(4),23,26,,
2341,FB_ZIPCODE_JEONNAM, ,24,JIBUN2, ,"NUMBER(22,38)",24,26,,
2342,FB_ZIPCODE_JEONNAM, ,25,ZIPCODE2, ,VARCHAR2(12),25,26,,
2343,FB_ZIPCODE_JEONNAM, ,26,ZIPSEQ, ,VARCHAR2(6),26,26,,
2344,FB_ZIPCODE_SEJONG, ,1,ZIPCODE, ,VARCHAR2(10),1,26,,
2345,FB_ZIPCODE_SEJONG, ,2,SIDO, ,VARCHAR2(40),2,26,,
2346,FB_ZIPCODE_SEJONG, ,3,SIDO_ENG, ,VARCHAR2(80),3,26,,
2347,FB_ZIPCODE_SEJONG, ,4,SIGUNGU, ,VARCHAR2(40),4,26,,
2348,FB_ZIPCODE_SEJONG, ,5,SIGUNGU_ENG, ,VARCHAR2(80),5,26,,
2349,FB_ZIPCODE_SEJONG, ,6,EUP, ,VARCHAR2(40),6,26,,
2350,FB_ZIPCODE_SEJONG, ,7,EUP_ENG, ,VARCHAR2(80),7,26,,
2351,FB_ZIPCODE_SEJONG, ,8,STREETCODE, ,VARCHAR2(24),8,26,,
